"","Municipio","MUESTRA","UBICACIÓN","MUESTREO","GEOREFERENCIACIÓN","ÁREA.GEOGRAFICA","ANÁLISIS.EFECTUADO","SECTOR.AMBIENTAL","RESULTADOS","Picloram","Metomilo","Imazapir","Imidacloprid","Dimetoato","Atz-OH","Atz-desisopropil","Imazetapir","Imazapic","Pirimicarb","Aldicarb","Atz-desetil","Metsulfurón.Metil","Imazaquin","Alaclor","Diclorvos","Carbofuran","Metribuzin","Diclosulam","Carbaril","Metalaxil","Ametrina","Atrazina","Hidroxiatrazina","DEET","Flumioxazin","Paratión.metil","Fomesafen","Clorimurón.etil","Malatión","Epoxiconazol","Azoxystrobina","Triticonazol","Flurocloridona","Metolaclor","Acetoclor","Acetamiprid","Clorpirifos-Metil","Metconazol","Kresoxim.metil","Tebuconazol","Pirimifos.metil","Diazinon","Piperonil.butóxido","Clorpirifos","Tetrametrina","Aletrina","Pendimentalin","Dicamba","Fipronil","2,4-DB","2,4-D","Halauxifen-M","Glifosato","AMPA","Glufosinato","POCs","y-HCH","β-HCH","y-Chlordane","α-Chlordane","Endosulfán","α-Endosulfan","β-Endosulfan","Endosulfán.sulfato","p,p’-DDT","p,p’-DDE","p,p.́-DDD","Aldrin","Dieldrin","Eldrin","Heptacloro","Heptacloro.epóxido","Fluorocloridona","Dietil-toluamida","FECHA","LABORATORIO","INVESTIGADOR/A","SOLICITANTE.DEL.ESTUDIO","RESULTADOS","INFORME.|.PAPER","CITA.PAPER","COMENTARIO"
"93","Necochea","-","Rio Quequén Grande",NA,"-38.18220767921945, -59.24256551168958","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,19 ± 0,01 (μg/kg)",NA,"0,013 ± 0,013 (μg/kg)",NA,NA,"0,269 ± 0,32 (μg/kg)","0,08 ± 0,05 (μg/kg)","0,23 ± 0,20 (μg/kg)","0,16 ± 0,12 (μg/kg)","0,038 ± 0,001 (μg/kg)",NA,NA,"0,016 ± 0,007 (μg/kg)","0,26 ± 0,39 (μg/kg)","0,03 ± 0,03 (μg/kg)","3,6 ± 2,8 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1yIzFaO9ijFgadTth9OXQwWIiF8TYka6X/view","Dato recuperado del articulo: Lupi L. et al. (2016). Organochlorine pesticides in agricultural soils and associated biota. Environmental Earth Sciences 75:519.","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"94","General Pueyrredón","-","Laguna de Los Padres",NA,"-37.94175300463382, -57.72343114845943","Zona periurbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,0 ± 0,5 (μg/kg)",NA,"11,1 ± 2,5 (μg/kg)","3,5 ± 0,8 (μg/kg)",NA,"1,9 ± 1,0 (μg/kg)","1,1 ± 0,2 (μg/kg)","8,1 ± 1,7 (μg/kg)","22,8 ± 4,3 (μg/kg)","19,1 ± 7,3 (μg/kg)","1,8 ± 0,2 (μg/kg)","0,9 ± 0,6 (μg/kg)","4,8 ± 0,8 (μg/kg)",NA,"3,6 ± 2,8 (μg/kg)","1,0 ± 0,2 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/19iI8-rIVnl9V1EryF05dtZcbVQQ5mOpS/view","Dato recuperado del articulo: Miglioranza, K. et al. (2004) Organochlorine pesticides sequestered in the aquatic macrophyte Schoenoplectus californicus (C.A. Meyer) Soják from a shallow lake in Argentina. Water Research 38 (7): 1765-1772.","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"95","Necochea","-","Rio Quequén Grande",NA,"-38.186448395394194, -59.23866367313172","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,56 - 4,35 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1ybxdFKSUhuCf2_vFvOTjZMG4ao0dh8gY/view","Dato recuperado del articulo: Gonzalez, M. et al. (2013). Organic pollutant levels in an agricultural watershed: the importance of analyzing multiple matrices for assessing streamwater pollution. Environmental Sciences & Process Impacts 15(4):739-50","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"96","General Pueyrredón","-","Arroyo La Tapera",NA,"-37.93390729566892, -57.721544953029685","Zona periurbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,1 – 25,3 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/19iI8-rIVnl9V1EryF05dtZcbVQQ5mOpS/view","Dato recuperado del articulo: Miglioranza, K. et al. (2004) Organochlorine pesticides sequestered in the aquatic macrophyte Schoenoplectus californicus (C.A. Meyer) Soják from a shallow lake in Argentina. Water Research 38 (7): 1765-1772.","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"97","General Pueyrredón","-","Afluente del Arroyo La Tapera",NA,"-37.93390729566892, -57.721544953029685","Zona periurbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28,6  (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/19iI8-rIVnl9V1EryF05dtZcbVQQ5mOpS/view","Dato recuperado del articulo: Miglioranza, K. et al. (2004) Organochlorine pesticides sequestered in the aquatic macrophyte Schoenoplectus californicus (C.A. Meyer) Soják from a shallow lake in Argentina. Water Research 38 (7): 1765-1772.","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"98","General Alvarado","-","Arroyo Las Brusquitas",NA,"-38.14192600127539, -57.81088441280952","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,4 – 25,5  (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/19iI8-rIVnl9V1EryF05dtZcbVQQ5mOpS/view","Dato recuperado del articulo: Miglioranza, K. et al. (2004) Organochlorine pesticides sequestered in the aquatic macrophyte Schoenoplectus californicus (C.A. Meyer) Soják from a shallow lake in Argentina. Water Research 38 (7): 1765-1772.","Muestra tomada dentro del Arroyo Las Brusquitas.  Georreferenciación estimada, ubicación pendiente de verificación."
"99","Mar Chiquita","-","Arroyo Vivoratá",NA,"-37.72528195903603, -57.60577082002589","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1306  (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1L6HVdpe8FnUFRfO31W6uiSYSJ_bO5Dz8/view","Dato recuperado del articulo: Menone, M. et al. (2001) Organochlorine Pesticides and PCBs in a Southern Atlantic Coastal Lagoon Watershed, Argentina.
Archives of Environmental Contamination and Toxicology 40,355–362. Miglioranza y col., 2002.","Muestra tomada dentro del Arroyo Vivoratá.  Georreferenciación estimada, ubicación pendiente de verificación."
"100","Mar Chiquita","-","Arroyo Sotelo",NA,"-37.65015001764923, -57.414534848120965","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1L6HVdpe8FnUFRfO31W6uiSYSJ_bO5Dz8/view","Dato recuperado del articulo: Menone, M. et al. (2001) Organochlorine Pesticides and PCBs in a Southern Atlantic Coastal Lagoon Watershed, Argentina.
Archives of Environmental Contamination and Toxicology 40,355–362. Miglioranza y col., 2002.",NA
"101","Mar Chiquita","-","Arroyo Grande",NA,"-37.49998153652693, -57.264605112013086","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"267 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1L6HVdpe8FnUFRfO31W6uiSYSJ_bO5Dz8/view","Dato recuperado del articulo: Menone, M. et al. (2001) Organochlorine Pesticides and PCBs in a Southern Atlantic Coastal Lagoon Watershed, Argentina.
Archives of Environmental Contamination and Toxicology 40,355–362. Miglioranza y col., 2002.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"102","Mar Chiquita","-","Canal 5",NA,"-37.50119974181151, -57.265502197511466","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1192 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1L6HVdpe8FnUFRfO31W6uiSYSJ_bO5Dz8/view","Dato recuperado del articulo: Menone, M. et al. (2001) Organochlorine Pesticides and PCBs in a Southern Atlantic Coastal Lagoon Watershed, Argentina.
Archives of Environmental Contamination and Toxicology 40,355–362. Miglioranza y col., 2002.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"103","Mar Chiquita","-","Arroyo El Crespo",NA,"-37.81388548534761, -57.58798294992502","Zona Rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,1 - 8,2 (µg/L)","0,1 - 3,7 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/17Bb2xfqd0JdkJBSB82UqYlxvoymR5pIc/view","Dato recuperado del articulo: Okada, E. et al. (2018). Non-point source pollution of glyphosate and AMPA in a rural basin from the southeast Pampas, Argentina. Environmental Science and Pollution Research 25:15120–15132.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"104","Mar Chiquita","-","Arroyo El Crespo",NA,"-37.81568583647266, -57.58899739547363","Zona Rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,"0,04 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,"0,005 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"6x10-4 (µg/L)",NA,"0,02 (µg/L)","0,56 (µg/L)",NA,NA,NA,NA,NA,NA,"5x10-4 (µg/L)",NA,NA,NA,"0,03 (µg/L)","0,03 (µg/L)",NA,NA,NA,NA,"0,004 (µg/L)",NA,NA,NA,"0,001 (µg/L)",NA,NA,NA,NA,NA,NA,"0,09 (µg/L)",NA,"0,78 (µg/L)","0,32 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,002 (µg/L)",NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/15zx2K4bEPjADLpalGuYmauJIA_BlExPl/view","Dato recuperado del articulo: Pérez DJ. et al. (2017). Spatial and temporal trends and flow dynamics of glyphosate and other pesticides within an agricultural watershed in Argentina. Environmental Toxicology and Chemistry. 36:3206–3216.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"105","Balcarce","-","Laguna La Brava",NA,"-37.87973210735515, -57.97834514841394","Zona Rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,77 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1s4S8i9aNnxsHjaWsh6r8vOx08KldY4iR/view?usp=drive_open","Dato recuperado del articulo: Castro Berman, M. et al. (2018) Occurrence and levels of glyphosate and AMPA in shallow lakes from the Pampean
and Patagonian regions of Argentina. Chemosphere 200: 513-522.","Muestra tomada dentro del Municipio de Balcarce.  Georreferenciación estimada, ubicación pendiente de verificación."
"106","Necochea","-","Rio Quequén Grande",NA,"-38.17542959352558, -59.249213088491864","Zona Rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,5 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1p1o4ra1N-bzOL3_gI8LReXO24hLe2_Kr/view","Dato recuperado del articulo: Lupi, L et al. (2015). Occurrence of glyphosate and AMPA in an agricultural watershed from the southeastern region of Argentina. Science of the Total Environment 536 687–694.","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"107",NA,"-","Sudeste Bonaerense",NA,NA,NA,"Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,NA,"0,025 – 0,045 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"0,027 – 0,033 (µg/L)",NA,NA,NA,"0,025 (µg/L)",NA,NA,NA,NA,NA,"0,025 – 0,026 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"0,025 – 0,050 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,030 – 0,035 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,043 – 0,701 (µg/L)",NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1h8Pll45wxTTSxMJep-8eUYkbLhdheC_q/view","Dato recuperado del articulo: De Gerónimo, E. et al. (2014). Presence of pesticides in surface water from four sub-basins in
Argentina. Chemosphere, 107: 423-431.",NA
"108","General Pueyrredon","-","Laguna La Peregrina",NA,"-37.883341, -57.900003","Zona Rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 x 10-3 (µg/L)",NA,"1,4 x 10-3 (µg/L)",NA,"0,8 x 10-3 (µg/L)",NA,NA,"2,7 x 10-3 (µg/L)","0,3 x 10-3 (µg/L)","2,6 x 10-3 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1ngTEz5QDFcK6wj-M2cDRLTZZ51jIuAU9/view","Dato recuperado del articulo: Silva Barni, F. et al., (2016). Persistent organic pollutants
(POPs) in fish inhabiting different ecological niches of a shallow lake ecosystem.
Science of the Total Environment 550: 900–909",NA
"109","Necochea","-","Rio Quequén Grande",NA,"-38.16952192086404, -59.24873138002793","Zona Rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,60 x 10-3 (µg/L)",NA,"0,19 x 10-3 (µg/L)",NA,NA,"2,34 x 10-3 (µg/L)","0,57 x 10-3 (µg/L)","3,43 x 10-3 (µg/L)",NA,NA,NA,NA,NA,NA,"0,07 x 10-3 (µg/L)","0,16 x 10-3 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1yIzFaO9ijFgadTth9OXQwWIiF8TYka6X/view","Dato recuperado del articulo: Lupi L. et al. (2016). Organochlorine pesticides in agricultural soils and associated biota. Environmental Earth Sciences 75:519.","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"110","Mar Chiquita","-","Cuenca del Arroyo El Crespo",NA,"-37.80198456987347, -57.47032291217087","Zona Periurbana","Plaguicidas de uso actual","Agua","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1x102 - 8,5 x103 (ng/L)","1x102 - 1,9 x103 (ng/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/17Bb2xfqd0JdkJBSB82UqYlxvoymR5pIc/view","Dato recuperado del articulo: Okada, E. et al. (2018). Non-point source pollution of glyphosate and AMPA in a rural basin from the southeast Pampas, Argentina. Environmental Science and Pollution Research 25:15120–15132.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"111","Necochea","-","Cuenca del Río Quequén Grande",NA,"-38.574978504057, -58.71025244834001","Zona Periurbana","Plaguicidas de uso actual","Agua","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,40 ± 0,24 (ng/L)","0,70 ± 0,33 (ng/L)",NA,NA,NA,"2,84 ± 3,85 (ng/L)","1,84 ± 2,71 (ng/L)","0,08 ± 0,20 (ng/L)",NA,"0,31 ± 0,25 (ng/L)",NA,NA,NA,NA,"1,81 ± 4,41 (ng/L)","0,36 ± 0,24 (ng/L)",NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1Mxn5SuiKRZdZCQTHgjGeXjpg_6J2J_H-/view","Dato recuperado del articulo: Grondona, S. et al.  (2019). Assessment of Organochlorine Pesticides in Phreatic Aquifer of
Pampean Region, Argentina. Bulletin of Environmental Contamination and
Toxicology 102, 544–549 pp","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"112","General Pueyrredon","CENTRO - S2","Mar del Plata, La Perla","Informe MPS - 2 de Dic.","-37.982697, -57.551780","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26,6 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,8 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,9 ng/m²/d","21,4 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-12","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-2 dic MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"113","General Pueyrredon","CENTRO  - S1","Mar del Plata, Puerto","Informe MPS - 2 de Dic.","-38.040152, -57.555672","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31,4 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,6 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72,1  ng/m²/d","5,2 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-12","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-2 dic MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"114","Mar Chiquita","ZONA MAR CHIQUITA - S1","La Caleta","Informe MPS - 2 de Dic.","-37.780947, -57.472237","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,9 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,8 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-12","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-2 dic MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"115","Mar Chiquita","ZONA MAR CHIQUITA - S2","Camet Norte","Informe MPS - 2 de Dic.","-37.821205, -57.496179","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102,9 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59 ng/m²/d
",NA,"27,14 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370,6 ng/m²/d","90,6 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-12","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-2 dic MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
"116","Mar Chiquita","MAR CHIQUITA - S3 PLAYA D","Playa Dorada","Informe MPS - 2 de Dic.","-37.870644, -57.523359","Zona Urbana","Plaguicidas de uso actual","Particulas en el Aire","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,7 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,3 ng/m²/d",NA,"1,9 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,5 ng/m²/d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-12","Centro de Investigaciones del Medio Ambiente
UNLP - CONICET","Dr. Damián J Marino","GESTA","Informe MPS-2 dic MC.pdf",NA,NA,"nanogramos/metro cuadrado/día"
